"","ID","cv_window","cv_value","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk"
"11",58,4,0.092548086027339,"Connochaetes_taurinus",1,0," Runyoro, V. R., H. Hofer, et al. (1995). Long term trends in the herbivore populations of the Ngorongoro Crater, Tanzania. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 146 - 168.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Artiodactyla","Bovidae","Connochaetes","taurinus","NULL","(Burchell, 1824)","White-bearded wildebeest / Blue wildebeest","Ngorongoro Crater","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.18333,35.53333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals - Dry season","Estimate of entire population",1971,1977,7,TRUE,"Connochaetes taurinus",0.942869459075021,0.772,FALSE,FALSE
"12",58,5,0.0862931878313357,"Connochaetes_taurinus",1,0," Runyoro, V. R., H. Hofer, et al. (1995). Long term trends in the herbivore populations of the Ngorongoro Crater, Tanzania. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 146 - 168.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Artiodactyla","Bovidae","Connochaetes","taurinus","NULL","(Burchell, 1824)","White-bearded wildebeest / Blue wildebeest","Ngorongoro Crater","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.18333,35.53333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals - Dry season","Estimate of entire population",1971,1977,7,TRUE,"Connochaetes taurinus",0.942869459075021,0.772,FALSE,FALSE
"13",102,3,0.185492291976634,"Hippotragus_equinus",1,0," Nicholls, A. O., P. C. Viljoen, et al. (1996). ""Evaluating population persistence of censused and unmanaged herbivore populations from the Kruger National Park, South Africa."" Biological Conservation 76(1): 57-67.","Mammalia","Artiodactyla","Bovidae","Hippotragus","equinus","NULL","?Ù. Geoffroy Saint-Hilaire, 1803","Roan antelope","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Population number","Aerial census",1983,1992,10,TRUE,"Hippotragus equinus",0.00128278195563651,0.00683025586304409,TRUE,TRUE
"14",102,4,0.198991183112143,"Hippotragus_equinus",1,0," Nicholls, A. O., P. C. Viljoen, et al. (1996). ""Evaluating population persistence of censused and unmanaged herbivore populations from the Kruger National Park, South Africa."" Biological Conservation 76(1): 57-67.","Mammalia","Artiodactyla","Bovidae","Hippotragus","equinus","NULL","?Ù. Geoffroy Saint-Hilaire, 1803","Roan antelope","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Population number","Aerial census",1983,1992,10,TRUE,"Hippotragus equinus",0.00128278195563651,0.00683025586304409,TRUE,TRUE
"15",102,5,0.216862376184919,"Hippotragus_equinus",1,0," Nicholls, A. O., P. C. Viljoen, et al. (1996). ""Evaluating population persistence of censused and unmanaged herbivore populations from the Kruger National Park, South Africa."" Biological Conservation 76(1): 57-67.","Mammalia","Artiodactyla","Bovidae","Hippotragus","equinus","NULL","?Ù. Geoffroy Saint-Hilaire, 1803","Roan antelope","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Population number","Aerial census",1983,1992,10,TRUE,"Hippotragus equinus",0.00128278195563651,0.00683025586304409,TRUE,TRUE
"16",111,3,0.0442830818889368,"Loxodonta_africana",0,0,"Whyte, I. (2004). Ecosystem resources influencing elephant populations:History of the KNP elephant population. Elephant effects on biodiversity: An assessment of curretn knowledge and understanding as a basis for elephant management in SANparks.","Mammalia","Proboscidea","Elephantidae","Loxodonta","africana","NULL","(Blumenbach, 1797)","African elephant","Kruger National Park","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Helicopter count",1967,2004,38,TRUE,"Loxodonta africana",1.54597714777412e-05,0.000587161367101688,TRUE,TRUE
"17",111,4,0.0514238792024881,"Loxodonta_africana",0,0,"Whyte, I. (2004). Ecosystem resources influencing elephant populations:History of the KNP elephant population. Elephant effects on biodiversity: An assessment of curretn knowledge and understanding as a basis for elephant management in SANparks.","Mammalia","Proboscidea","Elephantidae","Loxodonta","africana","NULL","(Blumenbach, 1797)","African elephant","Kruger National Park","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Helicopter count",1967,2004,38,TRUE,"Loxodonta africana",1.54597714777412e-05,0.000587161367101688,TRUE,TRUE
"18",111,5,0.0584887409024816,"Loxodonta_africana",0,0,"Whyte, I. (2004). Ecosystem resources influencing elephant populations:History of the KNP elephant population. Elephant effects on biodiversity: An assessment of curretn knowledge and understanding as a basis for elephant management in SANparks.","Mammalia","Proboscidea","Elephantidae","Loxodonta","africana","NULL","(Blumenbach, 1797)","African elephant","Kruger National Park","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Helicopter count",1967,2004,38,TRUE,"Loxodonta africana",1.54597714777412e-05,0.000587161367101688,TRUE,TRUE
"19",128,3,0.0664475395171888,"Panthera_leo",1,0," Hanby, J. P., J. D. Boycott, et al. (1995). Ecology, demograpghy and behaviour of lions in two contrasting habitats: Ngorongoro Crater and the Serengeti Plains. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 315 - 331.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Carnivora","Felidae","Panthera","leo","","Linnaeus, 1758","African lion / Asiatic lion","Serengeti Plains, Tanzania","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.16667,35.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Count of resident females over 4 years old",1974,1990,17,TRUE,"Panthera leo",0.000215307084614074,0.00243616104770866,TRUE,TRUE
"20",128,4,0.0755021112394876,"Panthera_leo",1,0," Hanby, J. P., J. D. Boycott, et al. (1995). Ecology, demograpghy and behaviour of lions in two contrasting habitats: Ngorongoro Crater and the Serengeti Plains. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 315 - 331.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Carnivora","Felidae","Panthera","leo","","Linnaeus, 1758","African lion / Asiatic lion","Serengeti Plains, Tanzania","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.16667,35.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Count of resident females over 4 years old",1974,1990,17,TRUE,"Panthera leo",0.000215307084614074,0.00243616104770866,TRUE,TRUE
"21",128,5,0.0851802064352817,"Panthera_leo",1,0," Hanby, J. P., J. D. Boycott, et al. (1995). Ecology, demograpghy and behaviour of lions in two contrasting habitats: Ngorongoro Crater and the Serengeti Plains. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 315 - 331.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Carnivora","Felidae","Panthera","leo","","Linnaeus, 1758","African lion / Asiatic lion","Serengeti Plains, Tanzania","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.16667,35.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Count of resident females over 4 years old",1974,1990,17,TRUE,"Panthera leo",0.000215307084614074,0.00243616104770866,TRUE,TRUE
"22",130,3,0.232641113640813,"Phacochoerus_africanus",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Suidae","Phacochoerus","africanus","NULL","Gmelin, 1788","Common warthog / Desert warthog","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Phacochoerus africanus",0.184600341246185,0.241476919938532,FALSE,FALSE
"23",130,4,0.262071416553646,"Phacochoerus_africanus",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Suidae","Phacochoerus","africanus","NULL","Gmelin, 1788","Common warthog / Desert warthog","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Phacochoerus africanus",0.184600341246185,0.241476919938532,FALSE,FALSE
"24",130,5,0.274565573562563,"Phacochoerus_africanus",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Suidae","Phacochoerus","africanus","NULL","Gmelin, 1788","Common warthog / Desert warthog","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Phacochoerus africanus",0.184600341246185,0.241476919938532,FALSE,FALSE
"25",138,3,0.169027670307977,"Redunca_redunca",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Bovidae","Redunca","redunca","","Pallas, 1767","Bohar reedbuck / Bohor reedbuck","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Redunca redunca",0.0026016125244593,0.0146621936852975,TRUE,TRUE
"26",138,4,0.194646973760811,"Redunca_redunca",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Bovidae","Redunca","redunca","","Pallas, 1767","Bohar reedbuck / Bohor reedbuck","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Redunca redunca",0.0026016125244593,0.0146621936852975,TRUE,TRUE
"27",138,5,0.196010705559008,"Redunca_redunca",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Bovidae","Redunca","redunca","","Pallas, 1767","Bohar reedbuck / Bohor reedbuck","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Redunca redunca",0.0026016125244593,0.0146621936852975,TRUE,TRUE
"28",139,3,0.341989691043003,"Sylvicapra_grimmia",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Bovidae","Sylvicapra","grimmia","NULL","Linnaeus, 1758","Common duiker / Grey duiker","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Sylvicapra grimmia",0.0156875099978436,0.00386205414075069,TRUE,TRUE
"29",139,4,0.267555750264851,"Sylvicapra_grimmia",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Bovidae","Sylvicapra","grimmia","NULL","Linnaeus, 1758","Common duiker / Grey duiker","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Sylvicapra grimmia",0.0156875099978436,0.00386205414075069,TRUE,TRUE
"30",139,5,0.325370441315059,"Sylvicapra_grimmia",0,0," Stephens, P. A., C. A. d'Sa, et al. (2001). ""Impact of livestock and settlement on the large mammalian wildlife of Bale Mountains National Park, southern Ethiopia."" Biological Conservation 100: 307-322.","Mammalia","Artiodactyla","Bovidae","Sylvicapra","grimmia","NULL","Linnaeus, 1758","Common duiker / Grey duiker","Gaysay, Bale Mountains National Park, Ethiopia","Ethiopia","Ethiopia","Africa","Africa","East Africa and adjacent islands",7.16667,39.71667,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Mean encounter rate /km-1","Road count",1983,1993,11,TRUE,"Sylvicapra grimmia",0.0156875099978436,0.00386205414075069,TRUE,TRUE
"31",146,3,0.385957426018122,"Syncerus_caffer",1,0," Runyoro, V. R., H. Hofer, et al. (1995). Long term trends in the herbivore populations of the Ngorongoro Crater, Tanzania. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 146 - 168.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","","Sparrman, 1779","African buffalo / Cape buffalo","Ngorongoro Crater","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.18333,35.53333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals - Dry season","Estimate of entire population",1986,1992,7,TRUE,"Syncerus caffer",0.533606644783734,0.772,FALSE,FALSE
"32",146,4,0.358883135423613,"Syncerus_caffer",1,0," Runyoro, V. R., H. Hofer, et al. (1995). Long term trends in the herbivore populations of the Ngorongoro Crater, Tanzania. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 146 - 168.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","","Sparrman, 1779","African buffalo / Cape buffalo","Ngorongoro Crater","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.18333,35.53333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals - Dry season","Estimate of entire population",1986,1992,7,TRUE,"Syncerus caffer",0.533606644783734,0.772,FALSE,FALSE
"33",146,5,0.354534612062042,"Syncerus_caffer",1,0," Runyoro, V. R., H. Hofer, et al. (1995). Long term trends in the herbivore populations of the Ngorongoro Crater, Tanzania. Serengeti II: Dynamics, Management and Conservation of an Ecosystem. A. R. E. Sinclair and P. Arcese, University of Chicago Press pp 146 - 168.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","","Sparrman, 1779","African buffalo / Cape buffalo","Ngorongoro Crater","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.18333,35.53333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals - Dry season","Estimate of entire population",1986,1992,7,TRUE,"Syncerus caffer",0.533606644783734,0.772,FALSE,FALSE
