"","Binomial","Class","Family","Genus","Order","Species","X","ID","cv_window","cv_value","Replicate","Excluded_LPR_2022","Citation","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk"
"11","Acinonyx_jubatus","Mammalia","Felidae","Acinonyx","Carnivora","Acinonyx jubatus",1359,9864,5,0.374968712047672,0,0," Chege, G. (2008). Lewa Wildlife Conservancy Animal Census Report. Nairobi, Kenya., Lewa Wildlife Conservancy.","NULL","Schreber, 1775","Cheetah","Lewa Wildlife Conservancy, Kenya","Kenya","Kenya","Africa","Africa","East Africa and adjacent islands",0.22139,37.44806,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial",1990,2007,18,TRUE,"Acinonyx jubatus",0.00804669870470789,0.00275919302664652,TRUE,TRUE
"12","Acinonyx_jubatus","Mammalia","Felidae","Acinonyx","Carnivora","Acinonyx jubatus",1,28,3,0.139014353290202,0,0,"Kelly, M. J., M. K. Laurenson, et al. (1998). ""Demography of the Serengeti cheetah (Acinonyx jubatus) population: the first 25 years."" Journal of Zoology 244: 473-488.","","Schreber, 1775","Cheetah","Serengeti National Park","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-2.33333,34.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of females","Observation",1969,1994,26,TRUE,"Acinonyx jubatus",2.09350884971559e-06,7.46852747120861e-06,TRUE,TRUE
"13","Acinonyx_jubatus","Mammalia","Felidae","Acinonyx","Carnivora","Acinonyx jubatus",1357,9864,3,0.321532264334814,0,0," Chege, G. (2008). Lewa Wildlife Conservancy Animal Census Report. Nairobi, Kenya., Lewa Wildlife Conservancy.","NULL","Schreber, 1775","Cheetah","Lewa Wildlife Conservancy, Kenya","Kenya","Kenya","Africa","Africa","East Africa and adjacent islands",0.22139,37.44806,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial",1990,2007,18,TRUE,"Acinonyx jubatus",0.00804669870470789,0.00275919302664652,TRUE,TRUE
"14","Acinonyx_jubatus","Mammalia","Felidae","Acinonyx","Carnivora","Acinonyx jubatus",2,28,4,0.162781029890358,0,0,"Kelly, M. J., M. K. Laurenson, et al. (1998). ""Demography of the Serengeti cheetah (Acinonyx jubatus) population: the first 25 years."" Journal of Zoology 244: 473-488.","","Schreber, 1775","Cheetah","Serengeti National Park","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-2.33333,34.58333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of females","Observation",1969,1994,26,TRUE,"Acinonyx jubatus",2.09350884971559e-06,7.46852747120861e-06,TRUE,TRUE
"15","Acinonyx_jubatus","Mammalia","Felidae","Acinonyx","Carnivora","Acinonyx jubatus",1358,9864,4,0.352228675911034,0,0," Chege, G. (2008). Lewa Wildlife Conservancy Animal Census Report. Nairobi, Kenya., Lewa Wildlife Conservancy.","NULL","Schreber, 1775","Cheetah","Lewa Wildlife Conservancy, Kenya","Kenya","Kenya","Africa","Africa","East Africa and adjacent islands",0.22139,37.44806,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial",1990,2007,18,TRUE,"Acinonyx jubatus",0.00804669870470789,0.00275919302664652,TRUE,TRUE
"16","Aeorestes_cinereus","Mammalia","Vespertilionidae","Aeorestes","Chiroptera","Aeorestes cinereus",2258,14871,4,1.31306127934934,0,0,"Grindal, S. D., C. I. Stefan, et al. (2011). ""Diversity, distribution, and relative abundance of bats in the oil sands regions of Northeastern Alberta."" Northwestern Naturalist 92: 211-220.","","Palisot de Beauvois, 1796","Hoary bat","Athabasca and Cold Lake oil sands regions, Alberta","Canada","Canada","North America","Americas","North America",55.877186,-111.158064,0,"Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Captures per mist-net hour (one 6 3 * 2.6 m net operated for 1 h)","Mist nets operated for at least 4h after sunset",2003,2007,5,TRUE,"Lasiurus cinereus",0.189485082366342,0.312216388343319,FALSE,FALSE
"17","Aeorestes_cinereus","Mammalia","Vespertilionidae","Aeorestes","Chiroptera","Aeorestes cinereus",2259,14871,5,1.38769520594976,0,0,"Grindal, S. D., C. I. Stefan, et al. (2011). ""Diversity, distribution, and relative abundance of bats in the oil sands regions of Northeastern Alberta."" Northwestern Naturalist 92: 211-220.","","Palisot de Beauvois, 1796","Hoary bat","Athabasca and Cold Lake oil sands regions, Alberta","Canada","Canada","North America","Americas","North America",55.877186,-111.158064,0,"Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Captures per mist-net hour (one 6 3 * 2.6 m net operated for 1 h)","Mist nets operated for at least 4h after sunset",2003,2007,5,TRUE,"Lasiurus cinereus",0.189485082366342,0.312216388343319,FALSE,FALSE
"18","Aeorestes_cinereus","Mammalia","Vespertilionidae","Aeorestes","Chiroptera","Aeorestes cinereus",2257,14871,3,1.30681626178435,0,0,"Grindal, S. D., C. I. Stefan, et al. (2011). ""Diversity, distribution, and relative abundance of bats in the oil sands regions of Northeastern Alberta."" Northwestern Naturalist 92: 211-220.","","Palisot de Beauvois, 1796","Hoary bat","Athabasca and Cold Lake oil sands regions, Alberta","Canada","Canada","North America","Americas","North America",55.877186,-111.158064,0,"Terrestrial","Nearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Captures per mist-net hour (one 6 3 * 2.6 m net operated for 1 h)","Mist nets operated for at least 4h after sunset",2003,2007,5,TRUE,"Lasiurus cinereus",0.189485082366342,0.312216388343319,FALSE,FALSE
"19","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1178,8523,4,0.459474086628043,0,0," Valeix, M., H. Fritz, et al. (2008). ""Fluctuations in abundance of large herbivore populations: insights into the influence of dry season rainfall and elephant numbers from long-term data."" Animal  Conservation 11: 391-400.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Artificial waterholes, northern Hwange National Park, Zimbabwe","Zimbabwe","Zimbabwe","Africa","Africa","Southern Africa",-19,26.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Waterhole census counts",1984,1996,13,TRUE,"Aepyceros melampus",0.162897019349894,0.160555891435809,FALSE,FALSE
"20","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1382,9884,4,0.121644551420651,0,0," Chege, G. (2008). Lewa Wildlife Conservancy Animal Census Report. Nairobi, Kenya., Lewa Wildlife Conservancy.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Lewa Nature Conservancy, Kenya","Kenya","Kenya","Africa","Africa","East Africa and adjacent islands",0.22139,37.44806,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial",1990,2007,18,TRUE,"Aepyceros melampus",0.000201957093895453,0.000652031322535211,TRUE,TRUE
"21","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1383,9884,5,0.124131629437077,0,0," Chege, G. (2008). Lewa Wildlife Conservancy Animal Census Report. Nairobi, Kenya., Lewa Wildlife Conservancy.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Lewa Nature Conservancy, Kenya","Kenya","Kenya","Africa","Africa","East Africa and adjacent islands",0.22139,37.44806,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial",1990,2007,18,TRUE,"Aepyceros melampus",0.000201957093895453,0.000652031322535211,TRUE,TRUE
"22","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1179,8523,5,0.492261414915536,0,0," Valeix, M., H. Fritz, et al. (2008). ""Fluctuations in abundance of large herbivore populations: insights into the influence of dry season rainfall and elephant numbers from long-term data."" Animal  Conservation 11: 391-400.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Artificial waterholes, northern Hwange National Park, Zimbabwe","Zimbabwe","Zimbabwe","Africa","Africa","Southern Africa",-19,26.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Waterhole census counts",1984,1996,13,TRUE,"Aepyceros melampus",0.162897019349894,0.160555891435809,FALSE,FALSE
"23","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1381,9884,3,0.124523378635756,0,0," Chege, G. (2008). Lewa Wildlife Conservancy Animal Census Report. Nairobi, Kenya., Lewa Wildlife Conservancy.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Lewa Nature Conservancy, Kenya","Kenya","Kenya","Africa","Africa","East Africa and adjacent islands",0.22139,37.44806,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial",1990,2007,18,TRUE,"Aepyceros melampus",0.000201957093895453,0.000652031322535211,TRUE,TRUE
"24","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",570,5026,5,0.0858925112480257,1,0," Redfern, J. V., P. C. Viljoen, et al. (2002). ""Biases in estimating population size from an aerial census: A case study in the Kruger National Park, South Africa."" South African Journal of Science 98: 455-461.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-24.01139,31.48417,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial Survey",1981,1993,13,TRUE,"Aepyceros melampus",0.34379830600209,0.0768508722678888,FALSE,FALSE
"25","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",569,5026,4,0.0763516922389628,1,0," Redfern, J. V., P. C. Viljoen, et al. (2002). ""Biases in estimating population size from an aerial census: A case study in the Kruger National Park, South Africa."" South African Journal of Science 98: 455-461.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-24.01139,31.48417,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial Survey",1981,1993,13,TRUE,"Aepyceros melampus",0.34379830600209,0.0768508722678888,FALSE,FALSE
"26","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",568,5026,3,0.0634964021698534,1,0," Redfern, J. V., P. C. Viljoen, et al. (2002). ""Biases in estimating population size from an aerial census: A case study in the Kruger National Park, South Africa."" South African Journal of Science 98: 455-461.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-24.01139,31.48417,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial Survey",1981,1993,13,TRUE,"Aepyceros melampus",0.34379830600209,0.0768508722678888,FALSE,FALSE
"27","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",623,5259,4,0.0871539531080888,0,0," Owen-Smith, N. and M. G. L. Mills (2006). ""Manifold Interactive Influences on the population bynamics of a multispecies ungulate assemblage."" Ecological Monographs 76(1): 73-92.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Aerial survey",1978,1995,18,TRUE,"Aepyceros melampus",0.720153581500287,0.324712384363857,FALSE,FALSE
"28","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",431,4593,4,0.14375252871495,1,0," Cross, P. (2005). Population dynamics of African Buffalo.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.755,31.31111,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Relative abundance","Aerial survey",1980,1993,14,TRUE,"Aepyceros melampus",0.466994121368874,0.164866539747909,FALSE,FALSE
"29","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",622,5259,3,0.0743914077644773,0,0," Owen-Smith, N. and M. G. L. Mills (2006). ""Manifold Interactive Influences on the population bynamics of a multispecies ungulate assemblage."" Ecological Monographs 76(1): 73-92.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Aerial survey",1978,1995,18,TRUE,"Aepyceros melampus",0.720153581500287,0.324712384363857,FALSE,FALSE
"30","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1177,8523,3,0.473762565485551,0,0," Valeix, M., H. Fritz, et al. (2008). ""Fluctuations in abundance of large herbivore populations: insights into the influence of dry season rainfall and elephant numbers from long-term data."" Animal  Conservation 11: 391-400.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Artificial waterholes, northern Hwange National Park, Zimbabwe","Zimbabwe","Zimbabwe","Africa","Africa","Southern Africa",-19,26.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Waterhole census counts",1984,1996,13,TRUE,"Aepyceros melampus",0.162897019349894,0.160555891435809,FALSE,FALSE
"31","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1436,10087,4,0.166575271851206,0,0," Goodman, P. S. (2007). Large Mammal Population Estimates for Malilangwi Estate: September 2006.","","Lichtenstein, 1812","Impala / Black-faced impala","Malilangwe Conservancy, Chiredzi, Zimbabwe","Zimbabwe","Zimbabwe","Africa","Africa","Southern Africa",-21.11667,31.93333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial Sample Count",1999,2006,8,TRUE,"Aepyceros melampus",0.715769082373193,0.548,FALSE,FALSE
"32","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",432,4593,5,0.162549348750653,1,0," Cross, P. (2005). Population dynamics of African Buffalo.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.755,31.31111,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Relative abundance","Aerial survey",1980,1993,14,TRUE,"Aepyceros melampus",0.466994121368874,0.164866539747909,FALSE,FALSE
"33","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",624,5259,5,0.0978368261878222,0,0," Owen-Smith, N. and M. G. L. Mills (2006). ""Manifold Interactive Influences on the population bynamics of a multispecies ungulate assemblage."" Ecological Monographs 76(1): 73-92.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.83333,31.5,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Aerial survey",1978,1995,18,TRUE,"Aepyceros melampus",0.720153581500287,0.324712384363857,FALSE,FALSE
"34","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1435,10087,3,0.198370872392606,0,0," Goodman, P. S. (2007). Large Mammal Population Estimates for Malilangwi Estate: September 2006.","","Lichtenstein, 1812","Impala / Black-faced impala","Malilangwe Conservancy, Chiredzi, Zimbabwe","Zimbabwe","Zimbabwe","Africa","Africa","Southern Africa",-21.11667,31.93333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial Sample Count",1999,2006,8,TRUE,"Aepyceros melampus",0.715769082373193,0.548,FALSE,FALSE
"35","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",1437,10087,5,0.198115136766408,0,0," Goodman, P. S. (2007). Large Mammal Population Estimates for Malilangwi Estate: September 2006.","","Lichtenstein, 1812","Impala / Black-faced impala","Malilangwe Conservancy, Chiredzi, Zimbabwe","Zimbabwe","Zimbabwe","Africa","Africa","Southern Africa",-21.11667,31.93333,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial Sample Count",1999,2006,8,TRUE,"Aepyceros melampus",0.715769082373193,0.548,FALSE,FALSE
"36","Aepyceros_melampus","Mammalia","Bovidae","Aepyceros","Artiodactyla","Aepyceros melampus",430,4593,3,0.134454425984283,1,0," Cross, P. (2005). Population dynamics of African Buffalo.","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-23.755,31.31111,1,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Relative abundance","Aerial survey",1980,1993,14,TRUE,"Aepyceros melampus",0.466994121368874,0.164866539747909,FALSE,FALSE
"37","Akodon_azarae","Mammalia","Cricetidae","Akodon","Rodentia","Akodon azarae",1278,8997,5,0.289452688613197,0,0," Andreo, V., M. Lima, et al. (2009). ""Population dynamics of two rodent species in agro-ecosystems of central Argentina: intra-specific competition, land-use, and climate effects."" Population Ecology 51: 297-306.","NULL","(Fischer, 1829)","Azara's grass mouse","Railway bank in the rural area of Chucul, south-west of C??rdoba, Argentina","Argentina","Argentina","Latin America and Caribbean","Americas","South America",-33.02611,-64.18917,1,"Terrestrial","Neotropical","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Minimum number known to be alive (MNKA)","Live trapping",1990,2007,18,TRUE,"Akodon azarae",0.323498487122988,0.288190045658068,FALSE,FALSE
"38","Akodon_azarae","Mammalia","Cricetidae","Akodon","Rodentia","Akodon azarae",1281,9002,5,0.816724697114633,0,0," Kittlein, M. J. (2009). ""Population dynamics of pampas mice (Akodon azarae): signatures of competition and predation exposed through time-series modeling."" Population Ecology 51: 143–151.","NULL","(Fischer, 1829)","Azara's grass mouse","Las Grutas, 10km south of Necochea city, Buenos Aires province, Argentina","Argentina","Argentina","Latin America and Caribbean","Americas","South America",-38.6,-58.8,1,"Terrestrial","Neotropical","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals per hectare","Trapping",1989,1993,5,TRUE,"Akodon azarae",0.387240493277823,0.484,FALSE,FALSE
